star_rating,review_body,sentiment,cleaned_text
5,Came to my house fast and works great,positive,came house fast works great
5,Works perfectly at 1080P.,positive,works perfectly 1080p
1,"The turntable worked fine for nearly twenty minutes!  Then the audio began to fade in and out, with intermittent static noise, in the built-in speakers as well as the USB connection.  I was unable to use it again after that.  This product isn't worthy of a one-year warranty.",negative,turntable worked fine nearly minutes   audio began fade intermittent static noise built speakers usb connection   unable
2,"It's great as long as you are not playing records.  At first I thought that the records that I owned were warped, but come to find out it's the plastic plate that record sits on is warped. This will cause the record to skip all the way to the last song were it becomes more stable and play like it's intended use. Giving it to my kids so that they can play their cd's and I'm going to start searching for a product that was built in the 70's or 80's.",negative,great long playing records   thought records owned warped come find plastic plate record sits warped c
4,Bought this for my son for use with his tablet. He loves the additional audio it provides and it's compact design allows him to take it EVERYWHERE. Very good speaker for the price. No issues so far.,positive,bought son use tablet loves additional audio provides compact design allows good speaker price issues far
5,Twisted Veins cables very good quality these are the only cables I buy now,positive,twisted veins cables good quality cables buy
5,"Bottom Line:  Big sound, great feel, can not find a better set of headphones out there.<br /><br />This is my 4th set of headphones from Bluedio.  I have owned R and R+ before so I was very excited to try this new release.  UFO does what the previous versions didn't - using a similar headphone as the R, they really turned up the look and feel of quality.  The unpackaging experience was better than any before, and the look of the headphone is boss - The UFO mark makes it look like a boxer - beating up the competition in appearance.  Definitely something you'd wear if you were bulking up at the gym, not small enough something you'd want to wear jogging.  The additional banding around the adjustable parts really improved what was weak before - it is very sturdy.<br /><br />Compared to the previous generation, it is a little heavier but more comfortable around the ears, it blocks even more ambient sound than before - you can very easily be in your own world with these headphones and no one can hear you.<br /><br />As with all Bluedio, these headphones simply embarass other products with huge marketing spend, like Beats by Dre.  I tried them at wal-mart and just don't understand how they are in business when products like Bluedio are so much better.  The power charging cycle is fast, and they last days of standby + playing music.  The bluetooth signal goes very far, through many walls, at least 200+ feet.<br /><br />Compared to R+, they removed the SD card feature and made a more minimalist look.  However, they also removed the built-in equalizer which is needed to appreciate the maximum potential of the headphones.  I had to download a EQ app for android to get the full potential.  Like other Bluedio headphones, using the headset for phone conversations sucks because the sound is so big that is gets into the Mic, and people can hear feedback on the other end of the line - or it is dampened and they can not hear you talk.  Not important but would be nice if it was improved.<br /><br />Overall, if you want a great pair of headphones, start with R+, but if you have the extra dollars to spare, the nicer look and durability are worth some extra spend for those power users who will use this head set all the time.",positive,line   big sound great feel find better set headphones there.<br /><br />this 4th set headphones bluedio   owned r r+ excited
1,"I loved this docking station when I first got it. It had nice sound, a remote, and I could charge my iPhone and iPod at the same time and switch between the media on each of them plus the radio. Best of all, it had a dimming function for the clock. This would have been a five-star review, but now, 5 months later, it rarely works. The buttons do not respond. I used to be able to unplug it and replug it in and the buttons would work for a while, though I had to set the clock myself because the sync function failed. Now that does not seem to be working so I can't use any function but the chargers and the clock, which is stuck on its brightest setting. Apparently it is too late to return the unit through Amazon.",negative,loved docking station got nice sound remote charge iphone ipod time switch media plus radio best
5,"First of all I LOVE these headphones! You should know I wear glasses and am hard of hearing. I wear BTE hearing aids and I hear very well with this while not wearing my hearing aids. My glasses and headphones work just fine together. Also, I plugged a Bluetooth transmitter into the back of my Roku (my source of cable) and enjoy watching Netflix and Hulu using these headphones. I have a small head and these stay on while I clean and listen to Pandora.",positive,love headphones know wear glasses hard hearing wear bte hearing aids hear wearing hearing aids glasses
5,worked just fine,positive,worked fine
3,what can i say it works,neutral,works
5,"Great buy for my trip to Italy! Although these plugs are only intended for use in Italy, so you can't use them on other European trips, they did the job right and worked out great. Will use them on my next trip to Italy!",positive,great buy trip italy plugs intended use italy use european trips job right worked great use
5,"Perfect for home use and especially travel.  Several folks have &#34;bummed&#34; off of me at the airport and then proceeded to ask, where can I get this? One co-worker attempted to hijack it.  This charger is that good!",positive,perfect home use especially travel   folks 34;bummed&#34 airport proceeded ask co worker attempted hijack   c
5,Have ordered from this vendor many times and have always been very happy,positive,ordered vendor times happy
4,"Before deciding to buy the Anker A7908 I looked at several other speakers of the same price point, as well as read some reviews, All of which praised the high sound quality, extra long 20 hour battery life and built-in microphone for answering calls, and said this is the best portable bluetooth speaker under 50$, period.<br />Overall, I'm happy with having the Anker. It plays music great and lasts forever. Not everything is perfect, however.<br /><br />First of all, the pros.<br />- The battery life is amazing. I charged the speaker for the very first time after at least 2 weeks of moderate, daily usage. I did not charge it fully after unboxing it. This is the longest lasting electronic device I ever had, as far as I can remember, and I’m not concerned about turning it off even if I’m not listening to music.<br />- The sound quality is satisfying for the price and size. When comparing it to my Creative T15 Wireless it sounds a bit distorted and empty, but consider this – each of the Creative speakers’ subwoofer is about the size of the Anker’s one driver, and they has an additional tweeter and lots of space inside them, so the comparison isn’t very fair. Put it side by side with a Beats Pill and the difference is night and day. The Anker’s base is much more present, the mid and treble is accurate and the sound is rich. I guess it’s just a matter of perspective.<br /><br />Now, the cons. (Most of which are really small and might not even matter to everyone)<br />- The speaker isn’t very loud. It fills a quiet large room easily, but with background noises such as several conversations or a hot-tub, it needs to be cranked up to the max volume, which distorts the sound a bit. But again, it is very small. When sitting outside the sound can’t bounce back from the walls, and the direction of the driver, which faces straight up, becomes a weakness. Consider a larger speaker of you plan to use it in parties of more than a few people.<br />- The microphone is incredibly weakand does not capture voice well. I tried it with Siri and several regular phone calls and I wasn’t being heard in either cases, unless I talked loudly directly into the mic. I don’t use this function much, so it’s not too bad.<br />- When turned on, the speaker connects automatically to the last device it was connected to, but if it can’t find it the light flashes and it beeps every 10 seconds or so. It’s pretty annoying and definitely unnecessary.<br />- The volume buttons are independent of the device volume. I’d rather them to control the volume of the device, so I’d have just one volume meter to control.<br />- The middle button can be used to pause and play music, as well as answering phone calls and activating Siri, but for some reason not for skipping songs.<br />- The speaker is mostly very well built, with the exception of the power switch, which is mushy and cannot be moved with one hand without supporting the unit with the other hand. on my specific speaker the grill isn’t aligned exactly vertically to the sides, but it’s a purely cosmetic issue.<br /><br />If you're looking for a high quality, small and portable way to listen to music with a few friends without breaking the bank, you can’t go wrong with this. If, however, you want to play music for a large group of people or make phone calls using the speakerphone, I’d highly suggest considering something else.<br />The Anker is great for my uses. It is a surpringly good speaker from a company which portable speakers aren’t it’s speciality.",positive,deciding buy anker a7908 looked speakers price point read reviews praised high sound quality extra long 20 hour battery
4,Works great,positive,works great
4,"The speaker is nice. I was afraid that the sounds would emphasize the bass, but the quality of the sound is great regardless of the type of music you play. Classic music, with no bass or with hip hop with lots of bass, sounds great. It is easy to sync to your smart phone, if you ever synced your &#34;hands - free&#34; device, it will be a breeze! I just wish that it came with a carrying case",positive,speaker nice afraid sounds emphasize bass quality sound great regardless type music play classic music bass hip hop
4,"Loud and clear sounds.  Wish the base was a bit better but for the price, this piece isn't bad.",positive,loud clear sounds   wish base bit better price piece bad
4,"I love the sound quality that comes from this tiny thing. However, it makes annoying sounds when you try to increase or decrease the volume.",positive,love sound quality comes tiny thing makes annoying sounds try increase decrease volume
5,great products,positive,great products
4,"This remote is o.k., but the buttons are in different places than the original, they seem kind of small & the cover that slides up/down to cover them up is annoying & I'm afraid it will break.  But it DOES work & do what it's supposed to do so that's what's important.",positive,remote o.k buttons different places original kind small cover slides cover annoying afraid break  
1,Will not hold full charge.,negative,hold charge
5,"I used the VideoSecu Adjustable Wall Ceiling TV Mount to hang my TV over my fireplace. I installed it into the ceiling, as my fireplace is stone all the way up. The mount is very easy to install, and really holds the TV well. All the necessary hardware was provided and about the only tough part was lifting the TV into place and securing with the lock bar. It took approx. 30 min to complete the install. I did  have other work to do but it was not due to the design of the mount, just my house. I have vaulted ceilings and I had to install a support stud in the attic for this unit. It is very easy to level and the tilt works great, just get a second set of hands to help!<br /><br />I recommend this mount if you want to install it on the ceiling. It will also install to the wall as well if that is what you need.",positive,videosecu adjustable wall ceiling tv mount hang tv fireplace installed ceiling fireplace stone way mount easy install
4,"I'll start off by saying that I am satisfied with this unit. I just wanted something to play music from a USB drive after my auto 6-CD Changer quit. It does a good job with that.  Originally, the lead-in description listed a remote control. I did not get one nor could I figure out how to adjust the advertised (under Features) &#34;Five EQ presets...&#34; Turns out that is adjusted with the remote. When I contacted Amazon they checked things out and told me that this unit is not sold with a remote and gave me an adjustment discount for my trouble. They have since deleted the &#34;Remote&#34; comment in the lead-in. They missed deleting the &#34;EQ presets..&#34; feature comment as of today. Probably didn't know that it needed a remote. I noticed today that there is a feature listed in the early bullet points stating &#34;Hands-free talking function...&#34;. I have no idea how this factors in and functions. Maybe with the remote. I don't need it.  My guess is that some of the wording for the features may be from a different model.  Amazon did a good job at resolving the issues.  That said, if you are looking for a FM transmitter to play from a USB drive, SD card or portable audio device, this fills the bill adequately and with very little  set-up.",positive,start saying satisfied unit wanted play music usb drive auto 6 cd changer quit good job   originally lead
1,Doesn't work with standard Apple iPhone 6 headphones.,negative,work standard apple iphone 6 headphones
5,I love that the brackets are heavy duty so flexible. I have a 55inch and fit perfect.,positive,love brackets heavy duty flexible 55inch fit perfect
4,"Really heavy duty, sturdy mount. Easy to put on the wall, but must be mounted in concrete or studs.",positive,heavy duty sturdy mount easy wall mounted concrete studs
5,"Worked great. I bought my system used and the antenna was missing. Dating myself here, but since my nephew has never dealt with antennas before, II had to explain this to him that you have to move it around until you find the best location and then try to fix it there.",positive,worked great bought system antenna missing dating nephew dealt antennas ii explain
5,"I live on Treasure Island in San Francisco Bay. We have a frequent blackouts. We probably average one every 6-8 weeks. The power surge when the power comes back on has damaged some electronics, even some that were plugged into surge protectors. So, having a 6-outlet extension with the surge protector built in is a real plus. I also like that it's flush to the wall whereas power strips lie on the floor and get in the way when I vacuum. I also like the screw that holds it to the outlet. I have a different 6-outlet extender and when I put out a plug the whole thing unplugs from the wall unless I hold it in.",positive,live treasure island san francisco bay frequent blackouts probably average 6 8 weeks power surge power comes damaged electronics s
5,This speaker wire is great quality and it was Waaaayyy cheaper than I could find it anywhere else!,positive,speaker wire great quality waaaayyy cheaper find
5,Excellent item. Showed up as shown.,positive,excellent item showed shown
5,Very loud. Great sound. Just a little bulky.,positive,loud great sound little bulky
5,"This is the tool you need when charging 8 batteries in one go.<br />I have two strobes and both use 4 batteries each. For that use, perfect.",positive,tool need charging 8 batteries go.<br />i strobes use 4 batteries use perfect
5,"The included dock makes it easy to charge, and the long-lasting battery is perfect.  I took it to Paris with me for a 10-day vacation to listen to in my hotel room - and I didn't recharge it once on the trip! (Your mileage may vary). Voice prompts make connecting to your Bluetooth device easy.  Volume can be controlled either by the buttons on top, or the controls on your liked device.  It's heavy, but not in a bad way - it feels substantial and quality.",positive,included dock makes easy charge long lasting battery perfect   took paris 10 day vacation listen hotel room recharge t
5,"Did the job, it works with 4k TV's and way cheaper than buying them from the store wher I purchased my 4K TV from",positive,job works 4k tv way cheaper buying store wher purchased 4k tv
3,i don't no yet i haft to test it with new ware. but i had 2 12vs and tow 150whats on A SPEAKER  receiver work the star .now it sees b speakers stopped working IM GOING TO TRY NEW WIRE WAIR WAS OLD SORRY ABOUT SPELLING .,neutral,haft test new ware 2 12vs tow 150whats speaker   receiver work star .now sees b speakers stopped working m going try new wire wair old sor
4,"These headphones are great, they don't make me feel like my head's about to fall. They're light and the sound quality is amazing.",positive,headphones great feel like head fall light sound quality amazing
5,Its totally worth it and it actually arrived a day sooner than expected.,positive,totally worth actually arrived day sooner expected
5,They are your typical dvd cases. Nothing special other than the price which is great. They deliver on time and they don't show up broken. Nice touch.,positive,typical dvd cases special price great deliver time broken nice touch
2,Caution made just for camcorders!!!,negative,caution camcorders
4,Headphones work as expected. Paired it with tablet with no issues. This is the third pair of headphones I've purchased from this company and haven't had any issues with any of the other pairs. Pros battery life is awesome Look is stylish Ease of use Cons haven't got any yet,positive,headphones work expected paired tablet issues pair headphones purchased company issues pairs pros ba
5,Great inexpensive alarm clock. Red light instead of blue. Battery back up was a nice surprise.,positive,great inexpensive alarm clock red light instead blue battery nice surprise
5,Worked great and ran a lot of cable through it and still has room for more.,positive,worked great ran lot cable room
5,good,positive,good
4,dose the job,positive,dose job
5,Just what I ordered; no problems or questions; good price; shipped quickly,positive,ordered problems questions good price shipped quickly
5,"Packaged well.  Relatively easy to install.  I got lucky and the frame holes lined up pretty well for the old TV (CRT) mount.<br />Plenty solid for modern lightweight TVs.  Mine was a Samsung 40&#34;, 200x200, about 15 pounds.<br />Multiple hinges allowed me to center the TV well in the corner, even though I had no control over where the stud in my wall was.<br />I like that it is pretty easy to take the TV and mounting panel on and off the extension arm.",positive,packaged   relatively easy install   got lucky frame holes lined pretty old tv crt mount.<br />plenty solid modern lightweight tvs   samsung 40&#34
4,Sound was good but did not have much volume and really was only good in small room.,positive,sound good volume good small room
5,Great protection for home use. Purchased 3 mo. ago. Last APC being same model lasted 9 years!,positive,great protection home use purchased 3 mo ago apc model lasted 9 years
5,Best wall mount I have ever bought.,positive,best wall mount bought
1,Order Id. : 002-7780002-881850........This Men Play Game With My Self--------Not Good Selfman.......No Good No Good.........Jose,negative,order d. 002 7780002 881850 men play game self--------not good selfman good good jose
5,I love it. These are the best headphones I know. I work with audio transcription and these headphones provide me a sound set with great bass.,positive,love best headphones know work audio transcription headphones provide sound set great bass
5,works great for my system,positive,works great system
5,Excellent product.,positive,excellent product
5,The data goes right through it.,positive,data goes right
5,"A truly amazing Charger, it displays the actual charge rate for each slot which can hold either AA or AAA Nimh Rechargeable batteries. A must have in my opinion especially if you go through many of those types of batteries.",positive,truly amazing charger displays actual charge rate slot hold aa aaa nimh rechargeable batteries opinion especially th
4,"Light weight, decent sounds, good price. I wish the ear pads can be a little bit bigger or softer. After 1.5 hours wearing this, my left ear starts to feel pressing and it hurts a little.",positive,light weight decent sounds good price wish ear pads little bit bigger softer 1.5 hours wearing left ear starts feel pressing hurts little
1,"Why in the world would soneone pay $1,100.00 for head phones ?",negative,"world soneone pay $ 1,100.00 head phones"
1,"This radio is very expensive but the one sold to me was not working. It was only making annoying noise and couldn't pick any frequency.<br /><br />The seller knew the problem but he didn't disclose it to me or the Amazon<br /><br />I had to spend extra cash to fix this radio. Today it works but not to its fully potentials and the digital buttons are no longer working.<br /><br />I know these radios and what they are capable of achieving that is why I was willing to spend extra cash to get it, but the seller was not honest enough to disclose that information to me or to the Amazon.<br /><br />The radio came with the box and all the necessary accessories, when you look at it there is no doubt that it is a new product but it was not working.<br /><br />Therefore, I might as well say that the seller sold me a lemon and not a Grundig Setellit 800 which otherwise a fantastic radio.",negative,radio expensive sold working making annoying noise pick frequency.<br /><br />the seller knew problem disclose
1,Product not quality. Big mistake to pay for that much.<br />Sound is so poor,negative,product quality big mistake pay much.<br />sound poor
5,Wish I'd thought of this product years ago.  These come in so handy and now I can use all outlets!,positive,wish thought product years ago   come handy use outlets
5,Worked great.,positive,worked great
5,"Fantastic speaker. Surprisingly good bass, very clear voice and instrumentation sound. Connects with my phone via bluetooth (also has a 3.5mm jack handy). Use it for night time music for my daughter. Parents loved the second one I gifted them.",positive,fantastic speaker surprisingly good bass clear voice instrumentation sound connects phone bluetooth 3.5 mm jack handy use night time music daughter
1,"All i will say is cheap!  Very poor quality, build, and construction.  Causes you extra work to level, and hang.",negative,cheap   poor quality build construction   causes extra work level hang
1,This product was awful.  Worked for less than one week and the Thunder port insert broke.  Dont buy,negative,product awful   worked week thunder port insert broke   nt buy
2,my older analog yamaha amp was much better than this. but i had to switch due to hdmi connections. low sound levels and poor sound quality compared to older analog model,negative,older analog yamaha amp better switch hdmi connections low sound levels poor sound quality compared older analog model
5,Very high quality for the price.  Worked perfectly. Thank you!,positive,high quality price   worked perfectly thank
5,Awesome,positive,awesome
2,"I bought this product to take with me overseas, but it was too heavy to pack and my husband got there before I did and he found one way cheaper over there. Of course it was too late to return this. I'm sure it would do the job if we had needed it though!",negative,bought product overseas heavy pack husband got found way cheaper course late return
5,"It’s no longer a surprise all Anker products arrive in environmentally safe carton packaging.  As a matter of fact, they were the originators of that trend, quickly followed by most other accessory manufacturers.  The cover sleeve has a nice clean image of the speaker, and after you slide it out and open the box, you will find A7909 model with included accessories.<br /><br />Accessories include a sturdy USB to micro-usb charging cable, 3.5mm to 3.5mm connector (for direct wired connection of the speaker), and a soft storage bag/pouch.  Charging and audio cable is typically something you will find with many other wireless speakers, but not too many others offer a storage bag.  Obviously, a pouch not going to protect your speaker from a high drop, but it could cushion it and provide some level of protection.  Plus, if you leave fingerprints on the plastic surface of the speaker  – a soft material of the pouch could be used to wipe them down.<br /><br />Out of the box, you will find a relatively compact brick shaped speaker with a dimensions of about 6.4” x 2.6” x 2.6” and weighting aproximately280g.  The speaker has a sturdy plastic enclosure with a metal grill on the front covering the drivers and on one side covering the bass port.  On the top you have 2 recessed large volume -/+ buttons to decrease/increase the volume level, and the area for NFC pairing.  Opposite of the bass port on the other side you will find a multi-function Power/Pair-up/Play-Pause button which also has a blue led backlight to indicate when power is on.  The back has charging led indicator, micro-usb charging port, and AUX 3.5mm audio input port.  It’s a very simple design with a clear layout of large easy to use controls.  The bottom has a non-slip rubbery pad for secure placement on any surface.<br /><br />Considering its slightly higher than expected pricing, yeah – Anker spoiled us with premium products at discounted prices, I was curious to explorer its spec and performanceto figure out the value of this BT wireless speaker.  First of all, it comes with a large 6200 mAh battery (that explains the weight) which can support almost 24 hours of playback at 60% volume setting or 18hr playback at a more realistic 70% volume setting.  It sure is impressive for a small compact speaker that isn’t longer than my Note 4.<br /><br />Inside, it has a dual 5W drivers and a dedicated bass port.  Obviously, it could function both wired and wireless.  Wireless pair up with a phone was seamless and I tested it to work 60’ away (!!!) from my phone in open space.  That’s very impressive for a supported wireless distance.  One important thing to keep in mind – it ONLY pairs up with a phone Media, not with a phone to work as a speakerphone.  In my own personal experience with at a least a dozen of BT wireless speakers I have tested, I never ever used any of them as a speakerphone.  Thus, I found a lack of speakerphone support is not a big deal.  The only comment I have here, during pair up speaker produces a loud and a bit annoying beep, which I wish would have been a little quieter.<br /><br />Thanks to its 5W speakers, Anker A7909 BT wireless speaker can get very loud and at the max speaker and phone volume level – I sensed NO distortion what so ever.  Obviously you have to be realistic that small drivers can produce a loud sound but it’s not a powerful room filling type of sound.  The sound is very clean and accurate, not too boomy or too thin, but the further you step away the less bass you hear.  Basically, this is not a type of speaker to entertain a big outdoor party or to fill in a big hall with a loud sound, it's intended for a smaller room listening where louder sound will fill in the room and where you will be able to enjoy better low end (bass) response.<br /><br />Conclusion.<br /><br />Anker usually doesn't disappoint with their new releases, and this new BT wireless speaker is no exception.  It is not necessary the top performeror the best value in &#34;small portable&#34; speaker category, but it definitely offers some unique features to be very competitive.  Battery life which can go up to 24hr is a big bonus.  5W dual speaker is loud and clean, and most important you can raise the volume all the way to the max without clipping or distortion.  And unlike so many other portable speakers with only Volume control, I like the integrated Play/Pause which is SO important.  The whole purpose of wireless speaker is to be away from the phone, and some manufacturers forget about it, making you go back to the phone to pause the song.  I'm glad Anker implemented this feature.  Backed up by their 18-month warranty, this is definitely a good product.  Priced at $69.99, I think it's a bit steep and it would be more realistic to have it priced closer to $50, but if you are looking for all the features offered by this wireless speaker - it worth the price.",positive,longer surprise anker products arrive environmentally safe carton packaging   matter fact originators trend quickly followed accessory ma
5,Like it,positive,like
4,My only gripe is that the LOUD fan runs at full speed even when the power supply is not under load. Otherwise it has been fine so far.,positive,gripe loud fan runs speed power supply load fine far
3,well its good for rock. but i don't listen to rock i mostly listen to rap and hip-hop so if that's you go for  another pair of headphones.,neutral,good rock listen rock listen rap hip hop   pair headphones
5,Solid build quality! Better than expected.,positive,solid build quality better expected
2,Not great battery life.....,negative,great battery life
5,Very sturdy and durable construction.  Will stand up to the abuse i give it in the gym and out riding my bike.,positive,sturdy durable construction   stand abuse gym riding bike
5,seems to be working great.,positive,working great
5,"very good .but it's Little big ,my ear feel pain when I use it long time .",positive,good .but little big ear feel pain use long time
2,Worked about 3 minutes.  I use miniDP-Display from this company and have no problem with it. But this item was no good at all. May be I'm unlucky one),negative,worked 3 minutes   use minidp display company problem item good unlucky
5,"Nice cables, more than enough length and they look and feel like good professional quality.",positive,nice cables length look feel like good professional quality
1,Audio only out of one channel.,negative,audio channel
5,I was excited to find a cheap alternative to a OEM Roku remote.  It is luck of the draw if it breaks or not even with the expensive stuff!  So far so good!,positive,excited find cheap alternative oem roku remote   luck draw breaks expensive stuff   far good
3,"Mixed feelings here. These are a good product, but don't work well for the purpose I bought them (wear under motorcycle helmet to reduce wind noise). They stick out too much and make helmet hard to put on and off. So I don't really use them at all, but can't say it's a bad product.",neutral,mixed feelings good product work purpose bought wear motorcycle helmet reduce wind noise stick helmet hard pu
5,They worked great. My only issue is why sell them in packs of six...so we can give them away to friends and family? Two would have sufficed.,positive,worked great issue sell packs away friends family sufficed
5,I actually like these more than the bose quietcomfort line.  Way better audio,positive,actually like bose quietcomfort line   way better audio
4,"It's light it's foldable the battery lasts a week or more save battery life on my phone, and everyone that sees me thinks I'm just listening to music",positive,light foldable battery lasts week save battery life phone sees thinks listening music
2,doesn't have a great sound,negative,great sound
5,Great,positive,great
5,Bought this as a main power supply cord to power an electric smoker with a normal load of around 11.5A @ 115VAC.  This is a very well built cord that should handle the intended purpose for many years to come.,positive,bought main power supply cord power electric smoker normal load 11.5a 115vac   built cord handle intended purpose years
5,"Work great, look awesome and the nylon feels amazing.",positive,work great look awesome nylon feels amazing
5,This cable was used for an HDMI input to an HD projector. It works great.,positive,cable hdmi input hd projector works great
1,Didn't work.,negative,work
2,flimsy connectors at the base of the plug,negative,flimsy connectors base plug
5,good quality and stable so far.,positive,good quality stable far
4,This thing is massive.  It should be a two person job to mount this item to the wall.  I like how far it extends out.  It give the TV a huge range of motion.,positive,thing massive   person job mount item wall   like far extends   tv huge range motion
3,Only allows random play within the album being played. Does not allow random play of all the music on the device.,neutral,allows random play album played allow random play music device
4,"Range is greater than advertised in an open area. Only complaint is that I found the maximum volume to be insufficient for my tastes, but I am used to listening to metal through standard corded earbuds at high volume. Overall extremely pleased at the quality versus the price when held against the competition.",positive,range greater advertised open area complaint found maximum volume insufficient tastes listening metal standard corded earbud
5,"This is a fine radio, no fading, good sound , would buy again..",positive,fine radio fading good sound buy
2,Stopped working recently.  Disappointing.,negative,stopped working recently   disappointing
5,Pleasure doing business with! Everything as promised!,positive,pleasure business promised
5,works great,positive,works great
5,Great,positive,great
5,Works great.  Very sturdy.,positive,works great   sturdy
5,very good,positive,good
4,"LEDs not always useful. Unclear when it is on or off, paired/connected or not - expected better for the price. Great once you get all that sorted.",positive,leds useful unclear paired connected expected better price great sorted
4,picks up enough clear channels bye bye to cable,positive,picks clear channels bye bye cable
4,"Tried this last night next to my snores-like-a-motorboat husband.  If I took out the earplugs I usually sleep with, it was sufficiently loud; however, my sweetheart is louder.  One gripe I have is that the side that is pushed against my ear by the pillow is loud enough, but the band is not tight enough to push the other earphone close enough to my ear to drown out the snoring.  However, if it were much tighter I would wake up with marks on my face, so I'm not really sure what the answer would be for me apart from holding a hand or arm to the ear, which is not exactly sleep-inducing.<br /><br />This is a nice, comfortable sleep headband that even covers my eyes a little, which is an added bonus to me.",positive,tried night snores like motorboat husband   took earplugs usually sleep sufficiently loud sweetheart louder   gripe tha
5,They are what they are. Better than the average rechargable.,positive,better average rechargable
1,Unable to sync to my galaxy s5,negative,unable sync galaxy s5
3,It plays good at times in the water. If the buds ware made not to let water in I would give a 4 and the facted that the clip broke on day 1 keeps it from ever getting a 5. Over all not bad at all for 18$,neutral,plays good times water buds ware let water 4 facted clip broke day 1 keeps getting 5 bad
5,"Very pleased with the quality, comfort and sound these wireless headphones provide. Cannot beat it for the price",positive,pleased quality comfort sound wireless headphones provide beat price
5,"I was hesitant at first to get these because of how cheap they are but I decided to order them because of the amount of good reviews. After using them, I can say that the quality is not any worse than the last AUX cable I had. Overall, the sound and build quality of this cable is fantastic. I highly recommend it. Great value for the price.",positive,hesitant cheap decided order good reviews quality worse
5,Great price and working with quality results.,positive,great price working quality results
5,"Absolutely perfect & worth buying!!! This case doesn't only fit August headphones it also fits my SoundBot SB270, Beats Mixr and Beats Studio headphones. This August bag is definitely top quality & I am so happy I purchased it!! The inside of the bag is deep and spacious. I'm tempted to buy another one!",positive,absolutely perfect worth buying case fit august headphones fits soundbot sb270 beats mixr beats studio headphones august bag definitely quality
3,The waterproof iPod works great. The headphones do not however . The water can get in your ears. I had to buy a different brand waterproof headphone in order to use the iPod,neutral,waterproof ipod works great headphones water ears buy different brand waterproof headphone order use ipod
2,Did not pick up near the stations other reviews stated and we are in the middle of a major city.,negative,pick near stations reviews stated middle major city
5,This was the best price for the product I could find.  It worked perfectly and had plenty of room behind the wall in a low voltage outlet.,positive,best price product find   worked perfectly plenty room wall low voltage outlet
5,Very nice. Much better than expected for the price.,positive,nice better expected price
5,"These headphones were just what I needed! I needed some cheap noise canceling headphones and these were great for 55 bucks (Yes, these actually have a noise canceling feature that requires one AAA battery and a switch to turn it on). I went on a trip to South Africa which includes a 17 hour flight. These headphones were great on the plane! They took out the turbine engine sound and allowed me to sleep without so much noise. One AAA battery lasted me the whole trip, there and back (17 hours both ways, and a month in country, using them moderately). People have complained about a bussing when the noise canceling was turned on but I did not hear anything when I first got them and while I used them on the plane. However, now that I've had them for a few months, there is a bussing noise now when the noise canceling is on and I'm not playing anything. There is also a major difference in quality when the noise canceling is turned off and on; the quality is much better with it on. But most headphones in this price range have the same problem. They were also very comfy! I kept them on for hours on the plane and they did not annoy me. But I do have a small head and ears. Overall, these were perfect because they were cheap, comfy, and had good noise canceling for the plane. I only bought them for the one trip and they were worth it!",positive,headphones needed needed cheap noise canceling headphones great 55 bucks yes actually noise canceling feature requires aaa bat
5,One of my favorites. Bought more than one,positive,favorites bought
5,"Great price for a great product. Simple, yet recharges all batteries I need. Definitely worth buying, the battery meter on top is a great addition. I'd say it takes about an hour or two to fully charge with this kit. Also in this price range ($10-$20), this charger has the highest output wattage in comparison to others. I highly recommend this product if you're looking for an affordable yet amazing charger",positive,great price great product simple recharges batteries need definitely worth buying battery meter great addition takes hour fully charg
2,I was not able to see the same quality 3d with these glasses as I was with the glasses that came with my Epson 3d projector.,negative,able quality 3d glasses glasses came epson 3d projector
5,This case is made better than the ones that I previously bought.  Shipping was fast and the price was reasonable.,positive,case better ones previously bought   shipping fast price reasonable
3,I bought this thinking it was the same type as a previous model I purchased.  I thought it would &#34;hold&#34; the plug end security but this is for plugs that you want to stow away and have the ability to pull out.  Still a nice plug holder and I'm using it without issue.,neutral,bought thinking type previous model purchased   thought 34;hold&#34 plug end security plugs want stow away abil
5,"Works good for a $100 set...decent sound for the money. At first, I thought the bluetooth feature didn't work but realized that you have to plug in the included rca cord to the usb dongle, then you're good...for a moment. As other reviewers have reported, the included rca plug is cheap and creates a loud, ugly buzzing (using the bluetooth feature) that can be heard over the music. Using some high quality rca cables got rid of most of the buzzing, but not all of it. Plugging my device straight into the rca cables produced a louder, clearer signal with no buzzing. If you purchase this set, you might have to fool with the remote to familiarize yourself with the various settings, but it's pretty easy after a few minutes. Overall, a rocking little set for a low price.",positive,works good $ 100 set decent sound money thought bluetooth feature work realized plug included rca cord usb dongle
5,Works great,positive,works great
3,"This is not a power amp. It only compensates for splitter losses, but it does it very well. Nothing better I found.",neutral,power amp compensates splitter losses better found
5,More than helpful for my set-up!,positive,helpful set
2,I can not get it to work on my TV. I'm looking up codes to see if one of those will work.,negative,work tv looking codes work
5,Works exactly as it should,positive,works exactly
